Module,Pattern,Role,Signal
cva6_hpdcache_if_adapter,Availability,trigger,dcache_req_i_t
cva6_hpdcache_if_adapter,Availability,trigger,dcache_req_o_t
cva6_hpdcache_if_adapter,Availability,trigger,hpdcache_req_abort_o
cva6_hpdcache_if_adapter,Availability,trigger,hpdcache_req_o
cva6_hpdcache_if_adapter,Availability,trigger,hpdcache_req_pma_o
cva6_hpdcache_if_adapter,Availability,trigger,hpdcache_req_ready_i
cva6_hpdcache_if_adapter,Availability,trigger,hpdcache_req_sid_i
cva6_hpdcache_if_adapter,Availability,trigger,hpdcache_req_sid_t
cva6_hpdcache_if_adapter,Availability,trigger,hpdcache_req_t
cva6_hpdcache_if_adapter,Availability,trigger,hpdcache_req_tag_o
cva6_hpdcache_if_adapter,Availability,trigger,hpdcache_req_valid_o
cva6_hpdcache_if_adapter,Availability,trigger,hpdcache_rsp_valid_i
cva6_hpdcache_if_adapter,Availability,payload,cva6_dcache_flush_ack_o
cva6_hpdcache_if_adapter,Availability,payload,hpdcache_req_ready_i
cva6_hpdcache_if_adapter,Availability,payload,hpdcache_req_valid_o
cva6_hpdcache_if_adapter,Availability,payload,hpdcache_rsp_valid_i
cva6_hpdcache_if_adapter,Covert,payload,hpdcache_req_ready_i
cva6_hpdcache_if_adapter,Covert,payload,hpdcache_req_valid_o
cva6_hpdcache_if_adapter,Covert,payload,hpdcache_rsp_valid_i
cva6_hpdcache_if_adapter,DoS,trigger,ariane_pkg::amo_req_t
cva6_hpdcache_if_adapter,DoS,trigger,cva6_amo_req_i
cva6_hpdcache_if_adapter,DoS,trigger,cva6_req_i
cva6_hpdcache_if_adapter,DoS,trigger,cva6_req_o
cva6_hpdcache_if_adapter,DoS,trigger,dcache_req_i_t
cva6_hpdcache_if_adapter,DoS,trigger,dcache_req_o_t
cva6_hpdcache_if_adapter,DoS,trigger,hpdcache_req_abort_o
cva6_hpdcache_if_adapter,DoS,trigger,hpdcache_req_o
cva6_hpdcache_if_adapter,DoS,trigger,hpdcache_req_pma_o
cva6_hpdcache_if_adapter,DoS,trigger,hpdcache_req_ready_i
cva6_hpdcache_if_adapter,DoS,trigger,hpdcache_req_sid_i
cva6_hpdcache_if_adapter,DoS,trigger,hpdcache_req_sid_t
cva6_hpdcache_if_adapter,DoS,trigger,hpdcache_req_t
cva6_hpdcache_if_adapter,DoS,trigger,hpdcache_req_tag_o
cva6_hpdcache_if_adapter,DoS,trigger,hpdcache_req_valid_o
cva6_hpdcache_if_adapter,DoS,trigger,hpdcache_rsp_valid_i
cva6_hpdcache_if_adapter,DoS,payload,ariane_pkg::amo_req_t
cva6_hpdcache_if_adapter,DoS,payload,cva6_amo_req_i
cva6_hpdcache_if_adapter,DoS,payload,cva6_req_i
cva6_hpdcache_if_adapter,DoS,payload,cva6_req_o
cva6_hpdcache_if_adapter,DoS,payload,dcache_req_i_t
cva6_hpdcache_if_adapter,DoS,payload,dcache_req_o_t
cva6_hpdcache_if_adapter,DoS,payload,hpdcache_req_abort_o
cva6_hpdcache_if_adapter,DoS,payload,hpdcache_req_o
cva6_hpdcache_if_adapter,DoS,payload,hpdcache_req_pma_o
cva6_hpdcache_if_adapter,DoS,payload,hpdcache_req_ready_i
cva6_hpdcache_if_adapter,DoS,payload,hpdcache_req_sid_i
cva6_hpdcache_if_adapter,DoS,payload,hpdcache_req_sid_t
cva6_hpdcache_if_adapter,DoS,payload,hpdcache_req_t
cva6_hpdcache_if_adapter,DoS,payload,hpdcache_req_tag_o
cva6_hpdcache_if_adapter,DoS,payload,hpdcache_req_valid_o
cva6_hpdcache_if_adapter,DoS,payload,hpdcache_rsp_valid_i
cva6_hpdcache_subsystem,Availability,trigger,ariane_pkg::amo_req_t
cva6_hpdcache_subsystem,Availability,trigger,cmo_req_t
cva6_hpdcache_subsystem,Availability,trigger,dcache_amo_req_i
cva6_hpdcache_subsystem,Availability,trigger,dcache_cmo_req_i
cva6_hpdcache_subsystem,Availability,trigger,dcache_req_i_t
cva6_hpdcache_subsystem,Availability,trigger,dcache_req_o_t
cva6_hpdcache_subsystem,Availability,trigger,dcache_req_ports_i
cva6_hpdcache_subsystem,Availability,trigger,dcache_req_ports_o
cva6_hpdcache_subsystem,Availability,trigger,noc_req_o
cva6_hpdcache_subsystem,Availability,trigger,noc_req_t
cva6_hpdcache_subsystem,Availability,payload,dcache_flush_ack_o
cva6_hpdcache_subsystem,DoS,trigger,ariane_pkg::amo_req_t
cva6_hpdcache_subsystem,DoS,trigger,cmo_req_t
cva6_hpdcache_subsystem,DoS,trigger,dcache_amo_req_i
cva6_hpdcache_subsystem,DoS,trigger,dcache_cmo_req_i
cva6_hpdcache_subsystem,DoS,trigger,dcache_enable_i
cva6_hpdcache_subsystem,DoS,trigger,dcache_req_i_t
cva6_hpdcache_subsystem,DoS,trigger,dcache_req_o_t
cva6_hpdcache_subsystem,DoS,trigger,dcache_req_ports_i
cva6_hpdcache_subsystem,DoS,trigger,dcache_req_ports_o
cva6_hpdcache_subsystem,DoS,trigger,icache_en_i
cva6_hpdcache_subsystem,DoS,trigger,noc_req_o
cva6_hpdcache_subsystem,DoS,trigger,noc_req_t
cva6_hpdcache_subsystem,DoS,payload,ariane_pkg::amo_req_t
cva6_hpdcache_subsystem,DoS,payload,cmo_req_t
cva6_hpdcache_subsystem,DoS,payload,dcache_amo_req_i
cva6_hpdcache_subsystem,DoS,payload,dcache_cmo_req_i
cva6_hpdcache_subsystem,DoS,payload,dcache_enable_i
cva6_hpdcache_subsystem,DoS,payload,dcache_req_i_t
cva6_hpdcache_subsystem,DoS,payload,dcache_req_o_t
cva6_hpdcache_subsystem,DoS,payload,dcache_req_ports_i
cva6_hpdcache_subsystem,DoS,payload,dcache_req_ports_o
cva6_hpdcache_subsystem,DoS,payload,icache_en_i
cva6_hpdcache_subsystem,DoS,payload,noc_req_o
cva6_hpdcache_subsystem,DoS,payload,noc_req_t
cva6_hpdcache_subsystem,Privilege,payload,hwpf_status_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,axi_req_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,axi_req_t
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,dcache_read_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,dcache_read_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,dcache_write_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,dcache_write_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,hpdcache_mem_req_t
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,hpdcache_mem_req_w_t
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,icache_miss_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,icache_miss_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Availability,trigger,icache_req_t
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,dcache_read_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,dcache_read_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,dcache_read_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,dcache_read_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,dcache_write_data_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,dcache_write_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,dcache_write_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,dcache_write_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,dcache_write_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,icache_miss_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,icache_miss_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Availability,payload,icache_miss_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Covert,trigger,dcache_write_data_i
cva6_hpdcache_subsystem_axi_arbiter,Covert,trigger,dcache_write_data_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Covert,trigger,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_read_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_read_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_read_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_read_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_write_data_i
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_write_data_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_write_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_write_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_write_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,dcache_write_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,icache_miss_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,icache_miss_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Covert,payload,icache_miss_valid_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,axi_req_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,axi_req_t
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,dcache_read_ready_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,dcache_read_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,dcache_read_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,dcache_read_valid_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,dcache_write_data_ready_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,dcache_write_ready_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,dcache_write_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,dcache_write_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,dcache_write_valid_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,hpdcache_mem_req_t
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,hpdcache_mem_req_w_t
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,icache_miss_ready_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,icache_miss_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,icache_miss_valid_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,trigger,icache_req_t
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,axi_req_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,axi_req_t
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,dcache_read_ready_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,dcache_read_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,dcache_read_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,dcache_read_valid_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,dcache_write_data_ready_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,dcache_write_ready_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,dcache_write_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,dcache_write_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,dcache_write_valid_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,hpdcache_mem_req_t
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,hpdcache_mem_req_w_t
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,icache_miss_ready_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,icache_miss_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,icache_miss_valid_i
cva6_hpdcache_subsystem_axi_arbiter,DoS,payload,icache_req_t
cva6_hpdcache_subsystem_axi_arbiter,Integrity,trigger,dcache_write_data_i
cva6_hpdcache_subsystem_axi_arbiter,Integrity,trigger,dcache_write_data_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Integrity,trigger,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Integrity,payload,dcache_write_data_i
cva6_hpdcache_subsystem_axi_arbiter,Integrity,payload,dcache_write_data_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Integrity,payload,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Integrity,payload,dcache_write_i
cva6_hpdcache_subsystem_axi_arbiter,Integrity,payload,dcache_write_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Integrity,payload,dcache_write_resp_o
cva6_hpdcache_subsystem_axi_arbiter,Integrity,payload,dcache_write_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,Integrity,payload,dcache_write_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Integrity,payload,dcache_write_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Leak,trigger,dcache_write_data_i
cva6_hpdcache_subsystem_axi_arbiter,Leak,trigger,dcache_write_data_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Leak,trigger,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Leak,trigger,dcache_write_i
cva6_hpdcache_subsystem_axi_arbiter,Leak,trigger,dcache_write_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Leak,trigger,dcache_write_resp_o
cva6_hpdcache_subsystem_axi_arbiter,Leak,trigger,dcache_write_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,Leak,trigger,dcache_write_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Leak,trigger,dcache_write_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Leak,payload,dcache_write_data_i
cva6_hpdcache_subsystem_axi_arbiter,Leak,payload,dcache_write_data_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Leak,payload,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Privilege,trigger,dcache_write_data_i
cva6_hpdcache_subsystem_axi_arbiter,Privilege,trigger,dcache_write_data_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Privilege,trigger,dcache_write_data_valid_i
cva6_hpdcache_subsystem_axi_arbiter,Privilege,trigger,dcache_write_i
cva6_hpdcache_subsystem_axi_arbiter,Privilege,trigger,dcache_write_ready_o
cva6_hpdcache_subsystem_axi_arbiter,Privilege,trigger,dcache_write_resp_o
cva6_hpdcache_subsystem_axi_arbiter,Privilege,trigger,dcache_write_resp_ready_i
cva6_hpdcache_subsystem_axi_arbiter,Privilege,trigger,dcache_write_resp_valid_o
cva6_hpdcache_subsystem_axi_arbiter,Privilege,trigger,dcache_write_valid_i
cva6_hpdcache_wrapper,Availability,trigger,ariane_pkg::amo_req_t
cva6_hpdcache_wrapper,Availability,trigger,cmo_req_t
cva6_hpdcache_wrapper,Availability,trigger,dcache_amo_req_i
cva6_hpdcache_wrapper,Availability,trigger,dcache_cmo_req_i
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_req_read_o
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_req_read_ready_i
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_req_read_valid_o
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_req_write_data_o
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_req_write_o
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_req_write_ready_i
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_req_write_valid_o
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_resp_read_valid_i
cva6_hpdcache_wrapper,Availability,trigger,dcache_mem_resp_write_valid_i
cva6_hpdcache_wrapper,Availability,trigger,dcache_req_i_t
cva6_hpdcache_wrapper,Availability,trigger,dcache_req_o_t
cva6_hpdcache_wrapper,Availability,trigger,dcache_req_ports_i
cva6_hpdcache_wrapper,Availability,trigger,dcache_req_ports_o
cva6_hpdcache_wrapper,Availability,trigger,hpdcache_mem_req_t
cva6_hpdcache_wrapper,Availability,trigger,hpdcache_mem_req_w_t
cva6_hpdcache_wrapper,Availability,payload,dcache_flush_ack_o
cva6_hpdcache_wrapper,Availability,payload,dcache_mem_req_read_ready_i
cva6_hpdcache_wrapper,Availability,payload,dcache_mem_req_read_valid_o
cva6_hpdcache_wrapper,Availability,payload,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,Availability,payload,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,Availability,payload,dcache_mem_req_write_ready_i
cva6_hpdcache_wrapper,Availability,payload,dcache_mem_req_write_valid_o
cva6_hpdcache_wrapper,Availability,payload,dcache_mem_resp_read_ready_o
cva6_hpdcache_wrapper,Availability,payload,dcache_mem_resp_read_valid_i
cva6_hpdcache_wrapper,Availability,payload,dcache_mem_resp_write_ready_o
cva6_hpdcache_wrapper,Availability,payload,dcache_mem_resp_write_valid_i
cva6_hpdcache_wrapper,Covert,trigger,dcache_mem_req_write_data_o
cva6_hpdcache_wrapper,Covert,trigger,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,Covert,trigger,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_req_read_ready_i
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_req_read_valid_o
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_req_write_data_o
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_req_write_ready_i
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_req_write_valid_o
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_resp_read_ready_o
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_resp_read_valid_i
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_resp_write_ready_o
cva6_hpdcache_wrapper,Covert,payload,dcache_mem_resp_write_valid_i
cva6_hpdcache_wrapper,DoS,trigger,ariane_pkg::amo_req_t
cva6_hpdcache_wrapper,DoS,trigger,cmo_req_t
cva6_hpdcache_wrapper,DoS,trigger,dcache_amo_req_i
cva6_hpdcache_wrapper,DoS,trigger,dcache_cmo_req_i
cva6_hpdcache_wrapper,DoS,trigger,dcache_enable_i
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_req_read_o
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_req_read_ready_i
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_req_read_valid_o
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_req_write_data_o
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_req_write_o
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_req_write_ready_i
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_req_write_valid_o
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_resp_read_ready_o
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_resp_read_valid_i
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_resp_write_ready_o
cva6_hpdcache_wrapper,DoS,trigger,dcache_mem_resp_write_valid_i
cva6_hpdcache_wrapper,DoS,trigger,dcache_req_i_t
cva6_hpdcache_wrapper,DoS,trigger,dcache_req_o_t
cva6_hpdcache_wrapper,DoS,trigger,dcache_req_ports_i
cva6_hpdcache_wrapper,DoS,trigger,dcache_req_ports_o
cva6_hpdcache_wrapper,DoS,trigger,hpdcache_mem_req_t
cva6_hpdcache_wrapper,DoS,trigger,hpdcache_mem_req_w_t
cva6_hpdcache_wrapper,DoS,payload,ariane_pkg::amo_req_t
cva6_hpdcache_wrapper,DoS,payload,cmo_req_t
cva6_hpdcache_wrapper,DoS,payload,dcache_amo_req_i
cva6_hpdcache_wrapper,DoS,payload,dcache_cmo_req_i
cva6_hpdcache_wrapper,DoS,payload,dcache_enable_i
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_req_read_o
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_req_read_ready_i
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_req_read_valid_o
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_req_write_data_o
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_req_write_o
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_req_write_ready_i
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_req_write_valid_o
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_resp_read_ready_o
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_resp_read_valid_i
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_resp_write_ready_o
cva6_hpdcache_wrapper,DoS,payload,dcache_mem_resp_write_valid_i
cva6_hpdcache_wrapper,DoS,payload,dcache_req_i_t
cva6_hpdcache_wrapper,DoS,payload,dcache_req_o_t
cva6_hpdcache_wrapper,DoS,payload,dcache_req_ports_i
cva6_hpdcache_wrapper,DoS,payload,dcache_req_ports_o
cva6_hpdcache_wrapper,DoS,payload,hpdcache_mem_req_t
cva6_hpdcache_wrapper,DoS,payload,hpdcache_mem_req_w_t
cva6_hpdcache_wrapper,Integrity,trigger,dcache_mem_req_write_data_o
cva6_hpdcache_wrapper,Integrity,trigger,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,Integrity,trigger,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,Integrity,payload,dcache_mem_req_write_data_o
cva6_hpdcache_wrapper,Integrity,payload,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,Integrity,payload,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,Integrity,payload,dcache_mem_req_write_o
cva6_hpdcache_wrapper,Integrity,payload,dcache_mem_req_write_ready_i
cva6_hpdcache_wrapper,Integrity,payload,dcache_mem_req_write_valid_o
cva6_hpdcache_wrapper,Integrity,payload,dcache_mem_resp_write_i
cva6_hpdcache_wrapper,Integrity,payload,dcache_mem_resp_write_ready_o
cva6_hpdcache_wrapper,Integrity,payload,dcache_mem_resp_write_valid_i
cva6_hpdcache_wrapper,Leak,trigger,dcache_mem_req_write_data_o
cva6_hpdcache_wrapper,Leak,trigger,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,Leak,trigger,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,Leak,trigger,dcache_mem_req_write_o
cva6_hpdcache_wrapper,Leak,trigger,dcache_mem_req_write_ready_i
cva6_hpdcache_wrapper,Leak,trigger,dcache_mem_req_write_valid_o
cva6_hpdcache_wrapper,Leak,trigger,dcache_mem_resp_write_i
cva6_hpdcache_wrapper,Leak,trigger,dcache_mem_resp_write_ready_o
cva6_hpdcache_wrapper,Leak,trigger,dcache_mem_resp_write_valid_i
cva6_hpdcache_wrapper,Leak,payload,dcache_mem_req_write_data_o
cva6_hpdcache_wrapper,Leak,payload,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,Leak,payload,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,Privilege,trigger,dcache_mem_req_write_data_o
cva6_hpdcache_wrapper,Privilege,trigger,dcache_mem_req_write_data_ready_i
cva6_hpdcache_wrapper,Privilege,trigger,dcache_mem_req_write_data_valid_o
cva6_hpdcache_wrapper,Privilege,trigger,dcache_mem_req_write_o
cva6_hpdcache_wrapper,Privilege,trigger,dcache_mem_req_write_ready_i
cva6_hpdcache_wrapper,Privilege,trigger,dcache_mem_req_write_valid_o
cva6_hpdcache_wrapper,Privilege,trigger,dcache_mem_resp_write_i
cva6_hpdcache_wrapper,Privilege,trigger,dcache_mem_resp_write_ready_o
cva6_hpdcache_wrapper,Privilege,trigger,dcache_mem_resp_write_valid_i
cva6_hpdcache_wrapper,Privilege,payload,hwpf_status_o
cva6_icache,Availability,trigger,icache_req_t
cva6_icache,Availability,trigger,mem_data_req_o
cva6_icache,Availability,payload,mem_data_ack_i
cva6_icache,Covert,trigger,mem_data_ack_i
cva6_icache,Covert,trigger,mem_data_o
cva6_icache,Covert,trigger,mem_data_req_o
cva6_icache,Covert,payload,mem_data_ack_i
cva6_icache,Covert,payload,mem_data_o
cva6_icache,Covert,payload,mem_data_req_o
cva6_icache,DoS,trigger,en_i
cva6_icache,DoS,trigger,icache_req_t
cva6_icache,DoS,trigger,mem_data_req_o
cva6_icache,DoS,payload,en_i
cva6_icache,DoS,payload,icache_req_t
cva6_icache,DoS,payload,mem_data_req_o
cva6_icache,Integrity,trigger,mem_data_ack_i
cva6_icache,Integrity,trigger,mem_data_o
cva6_icache,Integrity,trigger,mem_data_req_o
cva6_icache,Integrity,payload,mem_data_ack_i
cva6_icache,Integrity,payload,mem_data_o
cva6_icache,Integrity,payload,mem_data_req_o
cva6_icache,Leak,payload,mem_data_ack_i
cva6_icache,Leak,payload,mem_data_o
cva6_icache,Leak,payload,mem_data_req_o
cva6_rvfi,Availability,trigger,amo_op
cva6_rvfi,Availability,trigger,fu_op
cva6_rvfi,Integrity,trigger,amo_op
cva6_rvfi,Integrity,trigger,fu_op
cva6_rvfi,Leak,trigger,rvfi_csr_o
cva6_rvfi,Leak,trigger,rvfi_csr_t
cva6_rvfi,Leak,payload,rvfi_csr_o
cva6_rvfi,Leak,payload,rvfi_csr_t
cva6_rvfi,Privilege,trigger,rvfi_csr_o
cva6_rvfi,Privilege,trigger,rvfi_csr_t
cva6_rvfi_probes,Availability,trigger,decoded_instr_valid_i
cva6_rvfi_probes,Availability,trigger,fetch_entry_valid_i
cva6_rvfi_probes,Availability,trigger,lsu_ctrl_i
cva6_rvfi_probes,Availability,trigger,lsu_ctrl_t
cva6_rvfi_probes,Availability,payload,commit_ack_i
cva6_rvfi_probes,Availability,payload,decoded_instr_ack_i
cva6_rvfi_probes,Availability,payload,decoded_instr_valid_i
cva6_rvfi_probes,Availability,payload,fetch_entry_valid_i
cva6_rvfi_probes,Availability,payload,issue_instr_ack_i
cva6_rvfi_probes,Covert,trigger,fetch_entry_valid_i
cva6_rvfi_probes,Covert,payload,decoded_instr_valid_i
cva6_rvfi_probes,Covert,payload,fetch_entry_valid_i
cva6_rvfi_probes,DoS,trigger,decoded_instr_valid_i
cva6_rvfi_probes,DoS,trigger,fetch_entry_valid_i
cva6_rvfi_probes,DoS,payload,decoded_instr_valid_i
cva6_rvfi_probes,DoS,payload,fetch_entry_valid_i
cva6_rvfi_probes,Integrity,payload,wdata_i
cva6_rvfi_probes,Leak,trigger,csr_i
cva6_rvfi_probes,Leak,trigger,debug_mode_i
cva6_rvfi_probes,Leak,trigger,rvfi_probes_csr_t
cva6_rvfi_probes,Leak,payload,csr_i
